Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Dew Point Units,DHI Units,DNI Units,GHI Units,Temperature Units,Pressure Units,Wind Direction Units,Wind Speed Units,Surface Albedo Units,Version
NSRDB,560212,-,-,-,43.17,-102.1,-7,1066,-7,c,w/m2,w/m2,w/m2,c,mbar,Degrees,m/s,N/A,3.2.0
Year,Month,Day,Hour,Minute,Temperature,GHI
2005,7,3,5,30,17,83
2005,7,3,6,30,20,239
2005,7,3,7,30,21,436
2005,7,3,8,30,22,608
2005,7,3,9,30,22,619
2005,7,3,10,30,23,832
2005,7,3,11,30,24,805
2005,7,3,12,30,25,924
2005,7,3,13,30,25,807
2005,7,3,14,30,26,801
2005,7,3,15,30,26,652
2005,7,3,16,30,25,475
2005,7,3,17,30,23,287
2005,7,3,18,30,20,111
2005,7,3,19,30,18,0
2005,7,3,20,30,16,0
2005,7,3,21,30,14,0
2005,7,3,22,30,14,0
2005,7,3,23,30,13,0
2005,7,4,0,30,13,0
2005,7,4,1,30,13,0
2005,7,4,2,30,13,0
2005,7,4,3,30,13,0
2005,7,4,4,30,14,6
2005,7,4,5,30,15,22
2005,7,4,6,30,17,154
2005,7,4,7,30,19,473
2005,7,4,8,30,21,628
2005,7,4,9,30,22,819
2005,7,4,10,30,23,745
2005,7,4,11,30,23,673
2005,7,4,12,30,24,788
2005,7,4,13,30,24,845
2005,7,4,14,30,23,776
2005,7,4,15,30,22,627
2005,7,4,16,30,22,453
2005,7,4,17,30,21,228
2005,7,4,18,30,19,87
2005,7,4,19,30,17,0
2005,7,4,20,30,16,0
2005,7,4,21,30,16,0
2005,7,4,22,30,15,0
2005,7,4,23,30,15,0
2005,7,5,0,30,14,0
2005,7,5,1,30,14,0
2005,7,5,2,30,14,0
2005,7,5,3,30,14,0
2005,7,5,4,30,14,13
2005,7,5,5,30,17,141
2005,7,5,6,30,20,319
2005,7,5,7,30,23,504
2005,7,5,8,30,25,676
2005,7,5,9,30,26,816
2005,7,5,10,30,26,913
2005,7,5,11,30,27,962
2005,7,5,12,30,27,953
2005,7,5,13,30,26,788
2005,7,5,14,30,26,607
2005,7,5,15,30,25,337
2005,7,5,16,30,24,94
2005,7,5,17,30,23,68
2005,7,5,18,30,21,52
2005,7,5,19,30,19,0
2005,7,5,20,30,18,0
2005,7,5,21,30,18,0
2005,7,5,22,30,18,0
2005,7,5,23,30,18,0
2005,7,6,0,30,18,0
2005,7,6,1,30,17,0
2005,7,6,2,30,16,0
2005,7,6,3,30,16,0
2005,7,6,4,30,17,12
2005,7,6,5,30,19,140
2005,7,6,6,30,21,320
2005,7,6,7,30,24,508
2005,7,6,8,30,27,680
2005,7,6,9,30,28,821
2005,7,6,10,30,29,919
2005,7,6,11,30,30,973
2005,7,6,12,30,31,966
2005,7,6,13,30,31,906
2005,7,6,14,30,31,692
2005,7,6,15,30,30,645
2005,7,6,16,30,29,468
2005,7,6,17,30,27,280
2005,7,6,18,30,25,106
2005,7,6,19,30,23,0
2005,7,6,20,30,22,0
2005,7,6,21,30,21,0
2005,7,6,22,30,21,0
2005,7,6,23,30,20,0
2005,7,7,0,30,20,0
2005,7,7,1,30,20,0
2005,7,7,2,30,20,0
2005,7,7,3,30,19,0
2005,7,7,4,30,20,11
2005,7,7,5,30,22,138
2005,7,7,6,30,24,317
2005,7,7,7,30,27,504
2005,7,7,8,30,30,674
2005,7,7,9,30,32,812
2005,7,7,10,30,33,907
2005,7,7,11,30,34,951
2005,7,7,12,30,35,853
2005,7,7,13,30,36,829
2005,7,7,14,30,35,624
2005,7,7,15,30,34,570
2005,7,7,16,30,33,358
2005,7,7,17,30,31,178
2005,7,7,18,30,27,5
2005,7,7,19,30,25,0
2005,7,7,20,30,24,0
2005,7,7,21,30,23,0
2005,7,7,22,30,22,0
2005,7,7,23,30,22,0
2005,7,8,0,30,21,0
2005,7,8,1,30,20,0
2005,7,8,2,30,20,0
2005,7,8,3,30,20,0
2005,7,8,4,30,22,8
2005,7,8,5,30,24,109
2005,7,8,6,30,26,313
2005,7,8,7,30,30,500
2005,7,8,8,30,33,590
2005,7,8,9,30,34,718
2005,7,8,10,30,35,843
2005,7,8,11,30,36,874
2005,7,8,12,30,37,857
2005,7,8,13,30,37,803
2005,7,8,14,30,36,766
2005,7,8,15,30,35,618
2005,7,8,16,30,34,443
2005,7,8,17,30,32,260
2005,7,8,18,30,29,93
2005,7,8,19,30,27,0
2005,7,8,20,30,26,0
2005,7,8,21,30,25,0
2005,7,8,22,30,24,0
2005,7,8,23,30,23,0
2005,7,9,0,30,22,0
2005,7,9,1,30,22,0
2005,7,9,2,30,21,0
2005,7,9,3,30,20,0
2005,7,9,4,30,21,9
2005,7,9,5,30,24,137
2005,7,9,6,30,27,319
2005,7,9,7,30,31,507
2005,7,9,8,30,34,678
2005,7,9,9,30,36,816
2005,7,9,10,30,37,912
2005,7,9,11,30,37,957
2005,7,9,12,30,38,948
2005,7,9,13,30,38,885
2005,7,9,14,30,37,775
2005,7,9,15,30,36,627
2005,7,9,16,30,35,452
2005,7,9,17,30,33,267
2005,7,9,18,30,31,98
2005,7,9,19,30,29,0
2005,7,9,20,30,28,0
2005,7,9,21,30,26,0
2005,7,9,22,30,25,0
2005,7,9,23,30,25,0
2005,7,10,0,30,24,0
2005,7,10,1,30,23,0
2005,7,10,2,30,23,0
2005,7,10,3,30,22,0
2005,7,10,4,30,22,0
2005,7,10,5,30,24,130
2005,7,10,6,30,26,305
2005,7,10,7,30,28,489
2005,7,10,8,30,31,660
2005,7,10,9,30,33,801
2005,7,10,10,30,34,900
2005,7,10,11,30,35,947
2005,7,10,12,30,36,937
2005,7,10,13,30,35,873
2005,7,10,14,30,34,743
2005,7,10,15,30,33,385
2005,7,10,16,30,32,369
2005,7,10,17,30,30,42
2005,7,10,18,30,27,44
2005,7,10,19,30,25,0
2005,7,10,20,30,24,0
2005,7,10,21,30,23,0
2005,7,10,22,30,22,0
2005,7,10,23,30,20,0
2005,7,11,0,30,20,0
2005,7,11,1,30,19,0
2005,7,11,2,30,18,0
2005,7,11,3,30,18,0
2005,7,11,4,30,18,0
2005,7,11,5,30,20,124
2005,7,11,6,30,22,298
2005,7,11,7,30,24,481
2005,7,11,8,30,26,651
2005,7,11,9,30,27,727
2005,7,11,10,30,28,889
2005,7,11,11,30,29,574
2005,7,11,12,30,29,933
2005,7,11,13,30,30,873
2005,7,11,14,30,30,762
2005,7,11,15,30,29,616
2005,7,11,16,30,28,399
2005,7,11,17,30,27,243
2005,7,11,18,30,25,95
2005,7,11,19,30,23,0
2005,7,11,20,30,22,0
2005,7,11,21,30,22,0
2005,7,11,22,30,21,0
2005,7,11,23,30,20,0
2005,7,12,0,30,20,0
2005,7,12,1,30,19,0
2005,7,12,2,30,19,0
2005,7,12,3,30,18,0
2005,7,12,4,30,19,0
2005,7,12,5,30,22,130
2005,7,12,6,30,24,308
2005,7,12,7,30,27,494
2005,7,12,8,30,28,667
2005,7,12,9,30,29,809
2005,7,12,10,30,30,909
2005,7,12,11,30,31,957
2005,7,12,12,30,32,953
2005,7,12,13,30,32,894
2005,7,12,14,30,32,785
2005,7,12,15,30,32,636
2005,7,12,16,30,31,460
2005,7,12,17,30,29,273
2005,7,12,18,30,26,100
2005,7,12,19,30,24,0
2005,7,12,20,30,23,0
2005,7,12,21,30,22,0
2005,7,12,22,30,21,0
2005,7,12,23,30,20,0
2005,7,13,0,30,20,0
2005,7,13,1,30,19,0
2005,7,13,2,30,19,0
2005,7,13,3,30,19,0
2005,7,13,4,30,19,0
2005,7,13,5,30,21,129
2005,7,13,6,30,24,307
2005,7,13,7,30,27,493
2005,7,13,8,30,30,665
2005,7,13,9,30,31,808
2005,7,13,10,30,32,909
2005,7,13,11,30,33,958
2005,7,13,12,30,34,953
2005,7,13,13,30,35,895
2005,7,13,14,30,34,784
2005,7,13,15,30,34,636
2005,7,13,16,30,33,461
2005,7,13,17,30,31,274
2005,7,13,18,30,28,100
2005,7,13,19,30,26,0
2005,7,13,20,30,24,0
2005,7,13,21,30,23,0
2005,7,13,22,30,22,0
2005,7,13,23,30,21,0
2005,7,14,0,30,20,0
2005,7,14,1,30,20,0
2005,7,14,2,30,19,0
2005,7,14,3,30,19,0
2005,7,14,4,30,19,0
2005,7,14,5,30,21,134
2005,7,14,6,30,24,314
2005,7,14,7,30,27,499
2005,7,14,8,30,30,669
2005,7,14,9,30,33,806
2005,7,14,10,30,34,900
2005,7,14,11,30,35,945
2005,7,14,12,30,36,934
2005,7,14,13,30,36,871
2005,7,14,14,30,35,625
2005,7,14,15,30,34,612
2005,7,14,16,30,33,409
2005,7,14,17,30,30,187
2005,7,14,18,30,28,68
2005,7,14,19,30,26,0
2005,7,14,20,30,24,0
2005,7,14,21,30,23,0
2005,7,14,22,30,21,0
2005,7,14,23,30,20,0
2005,7,15,0,30,19,0
2005,7,15,1,30,18,0
2005,7,15,2,30,18,0
2005,7,15,3,30,17,0
2005,7,15,4,30,17,0
2005,7,15,5,30,19,121
2005,7,15,6,30,21,296
2005,7,15,7,30,24,480
2005,7,15,8,30,26,651
2005,7,15,9,30,28,792
2005,7,15,10,30,30,889
2005,7,15,11,30,31,936
2005,7,15,12,30,32,927
2005,7,15,13,30,33,867
2005,7,15,14,30,34,759
2005,7,15,15,30,33,613
2005,7,15,16,30,33,440
2005,7,15,17,30,31,258
2005,7,15,18,30,28,91
2005,7,15,19,30,26,0
2005,7,15,20,30,26,0
2005,7,15,21,30,25,0
2005,7,15,22,30,24,0
2005,7,15,23,30,24,0
2005,7,16,0,30,24,0
2005,7,16,1,30,23,0
2005,7,16,2,30,22,0
2005,7,16,3,30,22,0
2005,7,16,4,30,22,0
2005,7,16,5,30,24,121
2005,7,16,6,30,28,300
2005,7,16,7,30,31,488
2005,7,16,8,30,34,663
2005,7,16,9,30,35,807
2005,7,16,10,30,36,908
2005,7,16,11,30,37,960
2005,7,16,12,30,38,956
2005,7,16,13,30,38,897
2005,7,16,14,30,38,785
2005,7,16,15,30,37,635
2005,7,16,16,30,36,457
2005,7,16,17,30,34,267
2005,7,16,18,30,31,93
2005,7,16,19,30,29,0
2005,7,16,20,30,28,0
2005,7,16,21,30,27,0
2005,7,16,22,30,27,0
2005,7,16,23,30,26,0
2005,7,17,0,30,25,0
2005,7,17,1,30,24,0
2005,7,17,2,30,21,0
2005,7,17,3,30,19,0
2005,7,17,4,30,19,0
2005,7,17,5,30,19,119
2005,7,17,6,30,20,294
2005,7,17,7,30,22,371
2005,7,17,8,30,23,206
2005,7,17,9,30,24,261
2005,7,17,10,30,26,753
2005,7,17,11,30,27,890
2005,7,17,12,30,28,943
2005,7,17,13,30,28,893
2005,7,17,14,30,27,786
2005,7,17,15,30,26,387
2005,7,17,16,30,25,464
2005,7,17,17,30,24,275
2005,7,17,18,30,21,99
2005,7,17,19,30,19,0
2005,7,17,20,30,18,0
2005,7,17,21,30,17,0
2005,7,17,22,30,16,0
2005,7,17,23,30,15,0
2005,7,18,0,30,15,0
2005,7,18,1,30,14,0
2005,7,18,2,30,13,0
2005,7,18,3,30,13,0
2005,7,18,4,30,14,0
2005,7,18,5,30,17,132
2005,7,18,6,30,20,318
2005,7,18,7,30,22,510
2005,7,18,8,30,24,687
2005,7,18,9,30,26,832
2005,7,18,10,30,27,934
2005,7,18,11,30,28,981
2005,7,18,12,30,29,974
2005,7,18,13,30,30,913
2005,7,18,14,30,31,799
2005,7,18,15,30,30,647
2005,7,18,16,30,30,466
2005,7,18,17,30,28,273
2005,7,18,18,30,25,96
2005,7,18,19,30,23,0
2005,7,18,20,30,23,0
2005,7,18,21,30,22,0
2005,7,18,22,30,21,0
2005,7,18,23,30,21,0
2005,7,19,0,30,20,0
2005,7,19,1,30,20,0
2005,7,19,2,30,20,0
2005,7,19,3,30,19,0
2005,7,19,4,30,19,0
2005,7,19,5,30,21,118
2005,7,19,6,30,24,296
2005,7,19,7,30,27,485
2005,7,19,8,30,30,659
2005,7,19,9,30,33,803
2005,7,19,10,30,35,904
2005,7,19,11,30,37,955
2005,7,19,12,30,38,955
2005,7,19,13,30,39,903
2005,7,19,14,30,39,799
2005,7,19,15,30,38,651
2005,7,19,16,30,36,471
2005,7,19,17,30,33,278
2005,7,19,18,30,30,97
2005,7,19,19,30,29,0
2005,7,19,20,30,27,0
2005,7,19,21,30,25,0
2005,7,19,22,30,23,0
2005,7,19,23,30,21,0
2005,7,20,0,30,20,0
2005,7,20,1,30,20,0
2005,7,20,2,30,21,0
2005,7,20,3,30,21,0
2005,7,20,4,30,21,0
2005,7,20,5,30,23,122
2005,7,20,6,30,25,303
2005,7,20,7,30,29,493
2005,7,20,8,30,32,665
2005,7,20,9,30,35,806
2005,7,20,10,30,37,903
2005,7,20,11,30,38,947
2005,7,20,12,30,38,940
2005,7,20,13,30,39,880
2005,7,20,14,30,38,768
2005,7,20,15,30,37,620
2005,7,20,16,30,36,390
2005,7,20,17,30,33,134
2005,7,20,18,30,29,33
2005,7,20,19,30,27,0
2005,7,20,20,30,25,0
2005,7,20,21,30,24,0
2005,7,20,22,30,23,0
2005,7,20,23,30,22,0
2005,7,21,0,30,21,0
2005,7,21,1,30,20,0
2005,7,21,2,30,19,0
2005,7,21,3,30,19,0
2005,7,21,4,30,19,0
2005,7,21,5,30,21,76
2005,7,21,6,30,23,282
2005,7,21,7,30,26,466
2005,7,21,8,30,28,639
2005,7,21,9,30,30,783
2005,7,21,10,30,32,884
2005,7,21,11,30,34,937
2005,7,21,12,30,35,932
2005,7,21,13,30,36,874
2005,7,21,14,30,36,766
2005,7,21,15,30,36,618
2005,7,21,16,30,35,442
2005,7,21,17,30,33,255
2005,7,21,18,30,29,84
2005,7,21,19,30,27,0
2005,7,21,20,30,26,0
2005,7,21,21,30,25,0
2005,7,21,22,30,24,0
2005,7,21,23,30,23,0
2005,7,22,0,30,22,0
2005,7,22,1,30,21,0
2005,7,22,2,30,20,0
2005,7,22,3,30,20,0
2005,7,22,4,30,20,0
2005,7,22,5,30,21,115
2005,7,22,6,30,23,297
2005,7,22,7,30,26,490
2005,7,22,8,30,29,670
2005,7,22,9,30,32,818
2005,7,22,10,30,33,922
2005,7,22,11,30,34,970
2005,7,22,12,30,35,964
2005,7,22,13,30,36,900
2005,7,22,14,30,36,783
2005,7,22,15,30,36,629
2005,7,22,16,30,35,447
2005,7,22,17,30,33,257
2005,7,22,18,30,31,84
2005,7,22,19,30,29,0
2005,7,22,20,30,29,0
2005,7,22,21,30,28,0
2005,7,22,22,30,28,0
2005,7,22,23,30,28,0
2005,7,23,0,30,28,0
2005,7,23,1,30,27,0
2005,7,23,2,30,26,0
2005,7,23,3,30,25,0
2005,7,23,4,30,25,0
2005,7,23,5,30,26,76
2005,7,23,6,30,29,287
2005,7,23,7,30,32,473
2005,7,23,8,30,35,643
2005,7,23,9,30,38,783
2005,7,23,10,30,39,881
2005,7,23,11,30,40,927
2005,7,23,12,30,41,920
2005,7,23,13,30,40,859
2005,7,23,14,30,39,740
2005,7,23,15,30,38,589
2005,7,23,16,30,36,413
2005,7,23,17,30,33,232
2005,7,23,18,30,30,73
2005,7,23,19,30,27,0
2005,7,23,20,30,25,0
2005,7,23,21,30,24,0
2005,7,23,22,30,23,0
2005,7,23,23,30,22,0
2005,7,24,0,30,21,0
2005,7,24,1,30,20,0
2005,7,24,2,30,20,0
2005,7,24,3,30,20,0
2005,7,24,4,30,20,0
2005,7,24,5,30,21,53
2005,7,24,6,30,23,223
2005,7,24,7,30,25,429
2005,7,24,8,30,26,615
2005,7,24,9,30,27,760
2005,7,24,10,30,28,863
2005,7,24,11,30,29,923
2005,7,24,12,30,29,922
2005,7,24,13,30,28,798
2005,7,24,14,30,28,715
2005,7,24,15,30,28,506
2005,7,24,16,30,27,435
2005,7,24,17,30,26,250
2005,7,24,18,30,24,80
2005,7,24,19,30,23,0
2005,7,24,20,30,23,0
2005,7,24,21,30,22,0
2005,7,24,22,30,22,0
2005,7,24,23,30,21,0
2005,7,25,0,30,21,0
2005,7,25,1,30,20,0
2005,7,25,2,30,20,0
2005,7,25,3,30,20,0
2005,7,25,4,30,20,0
2005,7,25,5,30,22,46
2005,7,25,6,30,25,87
2005,7,25,7,30,27,32
2005,7,25,8,30,28,522
2005,7,25,9,30,29,565
2005,7,25,10,30,30,496
2005,7,25,11,30,29,483
2005,7,25,12,30,27,647
2005,7,25,13,30,24,117
2005,7,25,14,30,22,173
2005,7,25,15,30,20,294
2005,7,25,16,30,19,340
2005,7,25,17,30,18,183
2005,7,25,18,30,17,44
2005,7,25,19,30,16,0
2005,7,25,20,30,15,0
2005,7,25,21,30,15,0
2005,7,25,22,30,14,0
2005,7,25,23,30,13,0
2005,7,26,0,30,13,0
2005,7,26,1,30,12,0
2005,7,26,2,30,12,0
2005,7,26,3,30,11,0
2005,7,26,4,30,11,0
2005,7,26,5,30,11,19
2005,7,26,6,30,12,17
2005,7,26,7,30,14,78
2005,7,26,8,30,15,255
2005,7,26,9,30,16,136
2005,7,26,10,30,17,40
2005,7,26,11,30,18,143
2005,7,26,12,30,19,180
2005,7,26,13,30,19,345
2005,7,26,14,30,19,430
2005,7,26,15,30,19,318
2005,7,26,16,30,18,442
2005,7,26,17,30,17,172
2005,7,26,18,30,15,80
2005,7,26,19,30,14,0
2005,7,26,20,30,14,0
2005,7,26,21,30,13,0
2005,7,26,22,30,12,0
2005,7,26,23,30,11,0
2005,7,27,0,30,10,0
2005,7,27,1,30,10,0
2005,7,27,2,30,10,0
2005,7,27,3,30,9,0
2005,7,27,4,30,10,0
2005,7,27,5,30,13,109
2005,7,27,6,30,16,293
2005,7,27,7,30,19,487
2005,7,27,8,30,21,664
2005,7,27,9,30,23,809
2005,7,27,10,30,24,909
2005,7,27,11,30,26,958
2005,7,27,12,30,27,951
2005,7,27,13,30,28,890
2005,7,27,14,30,28,778
2005,7,27,15,30,28,625
2005,7,27,16,30,27,444
2005,7,27,17,30,25,253
2005,7,27,18,30,22,78
2005,7,27,19,30,19,0
2005,7,27,20,30,19,0
2005,7,27,21,30,18,0
2005,7,27,22,30,18,0
2005,7,27,23,30,18,0
2005,7,28,0,30,17,0
2005,7,28,1,30,16,0
2005,7,28,2,30,16,0
2005,7,28,3,30,15,0
2005,7,28,4,30,15,0
2005,7,28,5,30,17,102
2005,7,28,6,30,20,281
2005,7,28,7,30,23,471
2005,7,28,8,30,26,648
2005,7,28,9,30,29,794
2005,7,28,10,30,30,896
2005,7,28,11,30,31,946
2005,7,28,12,30,32,940
2005,7,28,13,30,33,878
2005,7,28,14,30,33,763
2005,7,28,15,30,33,609
2005,7,28,16,30,32,428
2005,7,28,17,30,29,195
2005,7,28,18,30,26,57
2005,7,28,19,30,24,0
2005,7,28,20,30,23,0
2005,7,28,21,30,22,0
2005,7,28,22,30,21,0
2005,7,28,23,30,20,0
2005,7,29,0,30,19,0
2005,7,29,1,30,18,0
2005,7,29,2,30,17,0
2005,7,29,3,30,16,0
2005,7,29,4,30,16,0
2005,7,29,5,30,18,10
2005,7,29,6,30,21,10
2005,7,29,7,30,24,415
2005,7,29,8,30,28,648
2005,7,29,9,30,31,794
2005,7,29,10,30,33,897
2005,7,29,11,30,34,945
2005,7,29,12,30,35,892
2005,7,29,13,30,35,719
2005,7,29,14,30,34,759
2005,7,29,15,30,34,606
2005,7,29,16,30,33,233
2005,7,29,17,30,30,106
2005,7,29,18,30,27,59
2005,7,29,19,30,25,0
2005,7,29,20,30,23,0
2005,7,29,21,30,23,0
2005,7,29,22,30,22,0
2005,7,29,23,30,21,0
2005,7,30,0,30,21,0
2005,7,30,1,30,21,0
2005,7,30,2,30,21,0
2005,7,30,3,30,21,0
2005,7,30,4,30,21,0
2005,7,30,5,30,22,85
2005,7,30,6,30,24,147
2005,7,30,7,30,27,428
2005,7,30,8,30,30,629
2005,7,30,9,30,32,775
2005,7,30,10,30,33,875
2005,7,30,11,30,34,925
2005,7,30,12,30,35,905
2005,7,30,13,30,35,855
2005,7,30,14,30,34,738
2005,7,30,15,30,33,586
2005,7,30,16,30,31,407
2005,7,30,17,30,28,174
2005,7,30,18,30,25,48
2005,7,30,19,30,23,0
2005,7,30,20,30,22,0
2005,7,30,21,30,21,0
2005,7,30,22,30,20,0
2005,7,30,23,30,20,0
2005,7,31,0,30,20,0
2005,7,31,1,30,19,0
2005,7,31,2,30,19,0
2005,7,31,3,30,18,0
2005,7,31,4,30,19,0
2005,7,31,5,30,21,65
2005,7,31,6,30,24,268
2005,7,31,7,30,27,188
2005,7,31,8,30,30,330
2005,7,31,9,30,32,566
2005,7,31,10,30,33,796
2005,7,31,11,30,34,383
2005,7,31,12,30,34,587
2005,7,31,13,30,33,324
2005,7,31,14,30,32,464
2005,7,31,15,30,31,581
2005,7,31,16,30,30,338
2005,7,31,17,30,28,244
2005,7,31,18,30,25,69
2005,7,31,19,30,23,0
2005,7,31,20,30,22,0
2005,7,31,21,30,22,0
2005,7,31,22,30,21,0
2005,7,31,23,30,21,0
2015,8,1,0,30,21,0
2015,8,1,1,30,21,0
2015,8,1,2,30,20,0
2015,8,1,3,30,20,0
2015,8,1,4,30,20,0
2015,8,1,5,30,22,55
2015,8,1,6,30,24,205
2015,8,1,7,30,26,443
2015,8,1,8,30,29,617
2015,8,1,9,30,31,767
2015,8,1,10,30,32,872
2015,8,1,11,30,33,921
2015,8,1,12,30,34,918
2015,8,1,13,30,33,859
2015,8,1,14,30,33,751
2015,8,1,15,30,32,603
2015,8,1,16,30,31,426
2015,8,1,17,30,29,237
2015,8,1,18,30,25,66
2015,8,1,19,30,23,0
2015,8,1,20,30,23,0
2015,8,1,21,30,23,0
2015,8,1,22,30,22,0
2015,8,1,23,30,21,0
2015,8,2,0,30,21,0
2015,8,2,1,30,20,0
2015,8,2,2,30,19,0
2015,8,2,3,30,18,0
2015,8,2,4,30,19,0
2015,8,2,5,30,21,92
2015,8,2,6,30,23,271
2015,8,2,7,30,26,461
2015,8,2,8,30,29,639
2015,8,2,9,30,30,784
2015,8,2,10,30,31,883
2015,8,2,11,30,32,930
2015,8,2,12,30,32,927
2015,8,2,13,30,33,868
2015,8,2,14,30,32,757
2015,8,2,15,30,31,604
2015,8,2,16,30,30,424
2015,8,2,17,30,27,233
2015,8,2,18,30,24,62
2015,8,2,19,30,22,0
2015,8,2,20,30,21,0
2015,8,2,21,30,19,0
2015,8,2,22,30,19,0
2015,8,2,23,30,18,0
2015,8,3,0,30,17,0
2015,8,3,1,30,17,0
2015,8,3,2,30,17,0
2015,8,3,3,30,17,0
2015,8,3,4,30,17,0
2015,8,3,5,30,19,82
2015,8,3,6,30,21,254
2015,8,3,7,30,24,441
2015,8,3,8,30,27,616
2015,8,3,9,30,29,761
2015,8,3,10,30,30,783
2015,8,3,11,30,31,822
2015,8,3,12,30,32,738
2015,8,3,13,30,32,650
2015,8,3,14,30,31,676
2015,8,3,15,30,30,545
2015,8,3,16,30,29,360
2015,8,3,17,30,27,197
2015,8,3,18,30,25,48
2015,8,3,19,30,23,0
2015,8,3,20,30,23,0
2015,8,3,21,30,22,0
2015,8,3,22,30,22,0
2015,8,3,23,30,21,0
2015,8,4,0,30,21,0
2015,8,4,1,30,20,0
2015,8,4,2,30,19,0
2015,8,4,3,30,18,0
2015,8,4,4,30,18,0
2015,8,4,5,30,19,42
2015,8,4,6,30,21,241
2015,8,4,7,30,22,364
2015,8,4,8,30,23,512
2015,8,4,9,30,24,677
2015,8,4,10,30,25,671
2015,8,4,11,30,25,649
2015,8,4,12,30,26,762
2015,8,4,13,30,26,654
2015,8,4,14,30,26,566
2015,8,4,15,30,26,564
2015,8,4,16,30,25,407
2015,8,4,17,30,23,221
2015,8,4,18,30,21,53
2015,8,4,19,30,20,0
2015,8,4,20,30,19,0
2015,8,4,21,30,19,0
2015,8,4,22,30,18,0
2015,8,4,23,30,17,0
2015,8,5,0,30,17,0
2015,8,5,1,30,16,0
2015,8,5,2,30,16,0
2015,8,5,3,30,16,0
2015,8,5,4,30,16,0
2015,8,5,5,30,18,80
2015,8,5,6,30,21,256
2015,8,5,7,30,24,448
2015,8,5,8,30,27,627
2015,8,5,9,30,30,774
2015,8,5,10,30,31,834
2015,8,5,11,30,32,926
2015,8,5,12,30,33,918
2015,8,5,13,30,34,854
2015,8,5,14,30,33,740
2015,8,5,15,30,33,588
2015,8,5,16,30,32,409
2015,8,5,17,30,29,97
2015,8,5,18,30,26,23
2015,8,5,19,30,25,0
2015,8,5,20,30,24,0
2015,8,5,21,30,23,0
2015,8,5,22,30,22,0
2015,8,5,23,30,21,0
2015,8,6,0,30,20,0
2015,8,6,1,30,19,0
2015,8,6,2,30,19,0
2015,8,6,3,30,18,0
2015,8,6,4,30,18,0
2015,8,6,5,30,19,77
2015,8,6,6,30,21,250
2015,8,6,7,30,24,438
2015,8,6,8,30,25,612
2015,8,6,9,30,26,757
2015,8,6,10,30,27,861
2015,8,6,11,30,28,920
2015,8,6,12,30,29,736
2015,8,6,13,30,29,860
2015,8,6,14,30,29,750
2015,8,6,15,30,28,597
2015,8,6,16,30,27,415
2015,8,6,17,30,24,224
2015,8,6,18,30,21,54
2015,8,6,19,30,19,0
2015,8,6,20,30,18,0
2015,8,6,21,30,18,0
2015,8,6,22,30,17,0
2015,8,6,23,30,17,0
2015,8,7,0,30,17,0
2015,8,7,1,30,16,0
2015,8,7,2,30,16,0
2015,8,7,3,30,16,0
2015,8,7,4,30,16,0
2015,8,7,5,30,18,76
2015,8,7,6,30,21,222
2015,8,7,7,30,24,342
2015,8,7,8,30,27,545
2015,8,7,9,30,29,763
2015,8,7,10,30,30,865
2015,8,7,11,30,31,915
2015,8,7,12,30,30,663
2015,8,7,13,30,29,331
2015,8,7,14,30,28,397
2015,8,7,15,30,27,222
2015,8,7,16,30,26,172
2015,8,7,17,30,24,169
2015,8,7,18,30,22,34
2015,8,7,19,30,21,0
2015,8,7,20,30,20,0
2015,8,7,21,30,20,0
2015,8,7,22,30,19,0
2015,8,7,23,30,19,0
2015,8,8,0,30,19,0
2015,8,8,1,30,18,0
2015,8,8,2,30,17,0
2015,8,8,3,30,17,0
2015,8,8,4,30,17,0
2015,8,8,5,30,19,21
2015,8,8,6,30,21,158
2015,8,8,7,30,23,327
2015,8,8,8,30,26,554
2015,8,8,9,30,28,671
2015,8,8,10,30,29,681
2015,8,8,11,30,30,641
2015,8,8,12,30,30,725
2015,8,8,13,30,29,822
2015,8,8,14,30,29,720
2015,8,8,15,30,28,567
2015,8,8,16,30,27,389
2015,8,8,17,30,25,205
2015,8,8,18,30,23,44
2015,8,8,19,30,22,0
2015,8,8,20,30,21,0
2015,8,8,21,30,20,0
2015,8,8,22,30,19,0
2015,8,8,23,30,18,0
2015,8,9,0,30,17,0
2015,8,9,1,30,17,0
2015,8,9,2,30,17,0
2015,8,9,3,30,16,0
2015,8,9,4,30,16,0
2015,8,9,5,30,18,71
2015,8,9,6,30,20,244
2015,8,9,7,30,22,204
2015,8,9,8,30,24,288
2015,8,9,9,30,26,357
2015,8,9,10,30,27,866
2015,8,9,11,30,28,917
2015,8,9,12,30,29,910
2015,8,9,13,30,30,845
2015,8,9,14,30,29,729
2015,8,9,15,30,28,574
2015,8,9,16,30,27,394
2015,8,9,17,30,25,205
2015,8,9,18,30,22,42
2015,8,9,19,30,20,0
2015,8,9,20,30,19,0
2015,8,9,21,30,18,0
2015,8,9,22,30,17,0
2015,8,9,23,30,16,0
2015,8,10,0,30,16,0
2015,8,10,1,30,16,0
2015,8,10,2,30,15,0
2015,8,10,3,30,15,0
2015,8,10,4,30,15,0
2015,8,10,5,30,17,71
2015,8,10,6,30,19,246
2015,8,10,7,30,22,439
2015,8,10,8,30,24,617
2015,8,10,9,30,26,765
2015,8,10,10,30,27,869
